Domain Code,Domain,Area Code (M49),i,Element Code,Element,Months Code,Months,Year Code,Year,Unit,Value,Flag,Flag Description,,,,,,,
ET,Temperature change,48,Bahrain,7271,Temperature change,7007,July,2019,2019,°C,1.808,E,Estimated value,,1.634,South Africa,12,,,
ET,Temperature change,48,Bahrain,7271,Temperature change,7008,August,2019,2019,°C,1.995,E,Estimated value,,0.2675,South Georgia and the South Sandwich Islands,12,,,
ET,Temperature change,48,Bahrain,7271,Temperature change,7009,September,2019,2019,°C,2.471,E,Estimated value,,0.774166667,South Sudan,12,,,
ET,Temperature change,48,Bahrain,7271,Temperature change,7010,October,2019,2019,°C,3.724,E,Estimated value,,1.480833333,Spain,12,,,
ET,Temperature change,48,Bahrain,7271,Temperature change,7011,November,2019,2019,°C,1.115,E,Estimated value,,1.367916667,Sri Lanka,12,,,
ET,Temperature change,48,Bahrain,7271,Temperature change,7012,December,2019,2019,°C,2.124,E,Estimated value,,0.847083333,Sudan,12,,,
ET,Temperature change,50,Bangladesh,7271,Temperature change,7001,January,2019,2019,°C,0.993,E,Estimated value,,1.74225,Suriname,12,,,
ET,Temperature change,50,Bangladesh,7271,Temperature change,7002,February,2019,2019,°C,1.164,E,Estimated value,,2.545583333,Svalbard and Jan Mayen Islands,12,,,
ET,Temperature change,50,Bangladesh,7271,Temperature change,7003,March,2019,2019,°C,0.319,E,Estimated value,,1.734666667,Sweden,12,,,
ET,Temperature change,50,Bangladesh,7271,Temperature change,7004,April,2019,2019,°C,0.288,E,Estimated value,,2.0915,Switzerland,12,,,
ET,Temperature change,50,Bangladesh,7271,Temperature change,7005,May,2019,2019,°C,1.355,E,Estimated value,,1.61625,Syrian Arab Republic,12,,,
ET,Temperature change,50,Bangladesh,7271,Temperature change,7006,June,2019,2019,°C,1.889,E,Estimated value,,1.464333333,Tajikistan,12,,,
ET,Temperature change,50,Bangladesh,7271,Temperature change,7007,July,2019,2019,°C,1.427,E,Estimated value,,1.647833333,Thailand,12,,,
ET,Temperature change,50,Bangladesh,7271,Temperature change,7008,August,2019,2019,°C,1.813,E,Estimated value,,1.0615,Timor-Leste,12,,,
ET,Temperature change,50,Bangladesh,7271,Temperature change,7009,September,2019,2019,°C,0.828,E,Estimated value,,1.456666667,Togo,12,,,
ET,Temperature change,50,Bangladesh,7271,Temperature change,7010,October,2019,2019,°C,0.871,E,Estimated value,,#DIV/0!,Tokelau,12,,,
ET,Temperature change,50,Bangladesh,7271,Temperature change,7011,November,2019,2019,°C,1.809,E,Estimated value,,1.0385,Tonga,12,,,
ET,Temperature change,50,Bangladesh,7271,Temperature change,7012,December,2019,2019,°C,0.325,E,Estimated value,,1.309,Trinidad and Tobago,12,,,
ET,Temperature change,52,Barbados,7271,Temperature change,7001,January,2019,2019,°C,1.034,E,Estimated value,,1.443416667,Tunisia,12,,,
ET,Temperature change,52,Barbados,7271,Temperature change,7002,February,2019,2019,°C,1.211,E,Estimated value,,1.7295,Türkiye,12,,,
ET,Temperature change,52,Barbados,7271,Temperature change,7003,March,2019,2019,°C,0.822,E,Estimated value,,1.861083333,Turkmenistan,12,,,
ET,Temperature change,52,Barbados,7271,Temperature change,7004,April,2019,2019,°C,0.674,E,Estimated value,,#DIV/0!,Turks and Caicos Islands,12,,,
ET,Temperature change,52,Barbados,7271,Temperature change,7005,May,2019,2019,°C,0.909,E,Estimated value,,1.123916667,Tuvalu,12,,,
ET,Temperature change,52,Barbados,7271,Temperature change,7006,June,2019,2019,°C,1.319,E,Estimated value,,1.193166667,Uganda,12,,,
ET,Temperature change,52,Barbados,7271,Temperature change,7007,July,2019,2019,°C,1.256,E,Estimated value,,2.605916667,Ukraine,12,,,
ET,Temperature change,52,Barbados,7271,Temperature change,7008,August,2019,2019,°C,0.831,E,Estimated value,,1.253583333,United Arab Emirates,12,,,
ET,Temperature change,52,Barbados,7271,Temperature change,7009,September,2019,2019,°C,1.38,E,Estimated value,,1.187166667,United Kingdom of Great Britain and Northern Ireland,12,,,
ET,Temperature change,52,Barbados,7271,Temperature change,7010,October,2019,2019,°C,1.732,E,Estimated value,,1.222916667,United Republic of Tanzania,12,,,
ET,Temperature change,52,Barbados,7271,Temperature change,7011,November,2019,2019,°C,1.309,E,Estimated value,,1.05175,United States of America,12,,,
ET,Temperature change,52,Barbados,7271,Temperature change,7012,December,2019,2019,°C,,O,Missing value,,1.00625,United States Virgin Islands,12,,,
ET,Temperature change,112,Belarus,7271,Temperature change,7001,January,2019,2019,°C,1.864,E,Estimated value,,0.94375,Uruguay,12,,,
ET,Temperature change,112,Belarus,7271,Temperature change,7002,February,2019,2019,°C,6.496,E,Estimated value,,2.103916667,Uzbekistan,12,,,
ET,Temperature change,112,Belarus,7271,Temperature change,7003,March,2019,2019,°C,5.265,E,Estimated value,,0.848833333,Vanuatu,12,,,
ET,Temperature change,112,Belarus,7271,Temperature change,7004,April,2019,2019,°C,2.315,E,Estimated value,,1.246,Venezuela (Bolivarian Republic of),12,,,
ET,Temperature change,112,Belarus,7271,Temperature change,7005,May,2019,2019,°C,1.682,E,Estimated value,,1.82675,Viet Nam,12,,,
ET,Temperature change,112,Belarus,7271,Temperature change,7006,June,2019,2019,°C,4.247,E,Estimated value,,0.705,Wake Island,12,,,
ET,Temperature change,112,Belarus,7271,Temperature change,7007,July,2019,2019,°C,-0.318,E,Estimated value,,1.116666667,Wallis and Futuna Islands,12,,,
ET,Temperature change,112,Belarus,7271,Temperature change,7008,August,2019,2019,°C,1.081,E,Estimated value,,1.385833333,Western Sahara,12,,,
ET,Temperature change,112,Belarus,7271,Temperature change,7009,September,2019,2019,°C,1.071,E,Estimated value,,#DIV/0!,Yemen,12,,,
ET,Temperature change,112,Belarus,7271,Temperature change,7010,October,2019,2019,°C,3.216,E,Estimated value,,1.483666667,Zambia,12,,,
ET,Temperature change,112,Belarus,7271,Temperature change,7011,November,2019,2019,°C,3.298,E,Estimated value,,1.0275,Zimbabwe,12,,,
ET,Temperature change,112,Belarus,7271,Temperature change,7012,December,2019,2019,°C,5.393,E,Estimated value,,,,,,,
ET,Temperature change,56,Belgium,7271,Temperature change,7001,January,2019,2019,°C,0.885,E,Estimated value,,,,,,,
ET,Temperature change,56,Belgium,7271,Temperature change,7002,February,2019,2019,°C,4.003,E,Estimated value,,,,,,,
ET,Temperature change,56,Belgium,7271,Temperature change,7003,March,2019,2019,°C,2.869,E,Estimated value,,,,,,,
ET,Temperature change,56,Belgium,7271,Temperature change,7004,April,2019,2019,°C,2.122,E,Estimated value,,,,,,,
ET,Temperature change,56,Belgium,7271,Temperature change,7005,May,2019,2019,°C,-0.431,E,Estimated value,,,,,,,
ET,Temperature change,56,Belgium,7271,Temperature change,7006,June,2019,2019,°C,3.445,E,Estimated value,,,,,,,
ET,Temperature change,56,Belgium,7271,Temperature change,7007,July,2019,2019,°C,2.626,E,Estimated value,,,,,,,
ET,Temperature change,56,Belgium,7271,Temperature change,7008,August,2019,2019,°C,2.673,E,Estimated value,,,,,,,
ET,Temperature change,56,Belgium,7271,Temperature change,7009,September,2019,2019,°C,0.904,E,Estimated value,,,,,,,
ET,Temperature change,56,Belgium,7271,Temperature change,7010,October,2019,2019,°C,1.764,E,Estimated value,,,,,,,
ET,Temperature change,56,Belgium,7271,Temperature change,7011,November,2019,2019,°C,0.859,E,Estimated value,,,,,,0,
ET,Temperature change,56,Belgium,7271,Temperature change,7012,December,2019,2019,°C,2.7,E,Estimated value,,,,,,,
ET,Temperature change,84,Belize,7271,Temperature change,7001,January,2019,2019,°C,1.435,E,Estimated value,,,,,,,
ET,Temperature change,84,Belize,7271,Temperature change,7002,February,2019,2019,°C,3.149,E,Estimated value,,,,,,,
ET,Temperature change,84,Belize,7271,Temperature change,7003,March,2019,2019,°C,1.856,E,Estimated value,,,,,,,
ET,Temperature change,84,Belize,7271,Temperature change,7004,April,2019,2019,°C,1.642,E,Estimated value,,,,,,,
ET,Temperature change,84,Belize,7271,Temperature change,7005,May,2019,2019,°C,1.46,E,Estimated value,,,,,,,
ET,Temperature change,84,Belize,7271,Temperature change,7006,June,2019,2019,°C,0.297,E,Estimated value,,,,,,,
ET,Temperature change,84,Belize,7271,Temperature change,7007,July,2019,2019,°C,0.264,E,Estimated value,,,,,,,
ET,Temperature change,84,Belize,7271,Temperature change,7008,August,2019,2019,°C,1.033,E,Estimated value,,,,,,,
ET,Temperature change,84,Belize,7271,Temperature change,7009,September,2019,2019,°C,0.353,E,Estimated value,,,,,,,
ET,Temperature change,84,Belize,7271,Temperature change,7010,October,2019,2019,°C,1.059,E,Estimated value,,,,,,,
ET,Temperature change,84,Belize,7271,Temperature change,7011,November,2019,2019,°C,1.335,E,Estimated value,,,,,,,
ET,Temperature change,84,Belize,7271,Temperature change,7012,December,2019,2019,°C,1.202,E,Estimated value,,,,,,,
ET,Temperature change,204,Benin,7271,Temperature change,7001,January,2019,2019,°C,1.496,E,Estimated value,,,,,,,
ET,Temperature change,204,Benin,7271,Temperature change,7002,February,2019,2019,°C,1.117,E,Estimated value,,,,,,,
ET,Temperature change,204,Benin,7271,Temperature change,7003,March,2019,2019,°C,1.544,E,Estimated value,,,,,,,
ET,Temperature change,204,Benin,7271,Temperature change,7004,April,2019,2019,°C,2.088,E,Estimated value,,,,,,,
ET,Temperature change,204,Benin,7271,Temperature change,7005,May,2019,2019,°C,1.27,E,Estimated value,,,,,,,
ET,Temperature change,204,Benin,7271,Temperature change,7006,June,2019,2019,°C,1.174,E,Estimated value,,,,,,,
ET,Temperature change,204,Benin,7271,Temperature change,7007,July,2019,2019,°C,1.444,E,Estimated value,,,,,,,
ET,Temperature change,204,Benin,7271,Temperature change,7008,August,2019,2019,°C,1.458,E,Estimated value,,,,,,,
ET,Temperature change,204,Benin,7271,Temperature change,7009,September,2019,2019,°C,1.398,E,Estimated value,,,,,,,
ET,Temperature change,204,Benin,7271,Temperature change,7010,October,2019,2019,°C,0.449,E,Estimated value,,,,,,,
ET,Temperature change,204,Benin,7271,Temperature change,7011,November,2019,2019,°C,1.706,E,Estimated value,,,,,,,
ET,Temperature change,204,Benin,7271,Temperature change,7012,December,2019,2019,°C,1.193,E,Estimated value,,,,,,,
ET,Temperature change,64,Bhutan,7271,Temperature change,7001,January,2019,2019,°C,0.724,E,Estimated value,,,,,,,
ET,Temperature change,64,Bhutan,7271,Temperature change,7002,February,2019,2019,°C,1.172,E,Estimated value,,,,,,,
ET,Temperature change,64,Bhutan,7271,Temperature change,7003,March,2019,2019,°C,0.643,E,Estimated value,,,,,,,
ET,Temperature change,64,Bhutan,7271,Temperature change,7004,April,2019,2019,°C,0.445,E,Estimated value,,,,,,,
ET,Temperature change,64,Bhutan,7271,Temperature change,7005,May,2019,2019,°C,0.764,E,Estimated value,,,,,,,
ET,Temperature change,64,Bhutan,7271,Temperature change,7006,June,2019,2019,°C,2.281,E,Estimated value,,,,,,,
ET,Temperature change,64,Bhutan,7271,Temperature change,7007,July,2019,2019,°C,0.841,E,Estimated value,,,,,,,
ET,Temperature change,64,Bhutan,7271,Temperature change,7008,August,2019,2019,°C,2.064,E,Estimated value,,,,,,,
ET,Temperature change,64,Bhutan,7271,Temperature change,7009,September,2019,2019,°C,0.523,E,Estimated value,,,,,,,
ET,Temperature change,64,Bhutan,7271,Temperature change,7010,October,2019,2019,°C,0.945,E,Estimated value,,,,,,,
ET,Temperature change,64,Bhutan,7271,Temperature change,7011,November,2019,2019,°C,2.522,E,Estimated value,,,,,,,
ET,Temperature change,64,Bhutan,7271,Temperature change,7012,December,2019,2019,°C,0.143,E,Estimated value,,,,,,,
ET,Temperature change,68,Bolivia (Plurinational State of),7271,Temperature change,7001,January,2019,2019,°C,0.927,E,Estimated value,,,,,,,
ET,Temperature change,68,Bolivia (Plurinational State of),7271,Temperature change,7002,February,2019,2019,°C,0.784,E,Estimated value,,,,,,,
ET,Temperature change,68,Bolivia (Plurinational State of),7271,Temperature change,7003,March,2019,2019,°C,0.707,E,Estimated value,,,,,,,
ET,Temperature change,68,Bolivia (Plurinational State of),7271,Temperature change,7004,April,2019,2019,°C,1.164,E,Estimated value,,,,,,,
ET,Temperature change,68,Bolivia (Plurinational State of),7271,Temperature change,7005,May,2019,2019,°C,0.423,E,Estimated value,,,,,,,
ET,Temperature change,68,Bolivia (Plurinational State of),7271,Temperature change,7006,June,2019,2019,°C,1.55,E,Estimated value,,,,,,,
ET,Temperature change,68,Bolivia (Plurinational State of),7271,Temperature change,7007,July,2019,2019,°C,0.203,E,Estimated value,,,,,,,
ET,Temperature change,68,Bolivia (Plurinational State of),7271,Temperature change,7008,August,2019,2019,°C,0.031,E,Estimated value,,,,,,,
ET,Temperature change,68,Bolivia (Plurinational State of),7271,Temperature change,7009,September,2019,2019,°C,1.205,E,Estimated value,,,,,,,
ET,Temperature change,68,Bolivia (Plurinational State of),7271,Temperature change,7010,October,2019,2019,°C,0.271,E,Estimated value,,,,,,,
ET,Temperature change,68,Bolivia (Plurinational State of),7271,Temperature change,7011,November,2019,2019,°C,0.996,E,Estimated value,,,,,,,
ET,Temperature change,68,Bolivia (Plurinational State of),7271,Temperature change,7012,December,2019,2019,°C,0.513,E,Estimated value,,,,,,,
ET,Temperature change,70,Bosnia and Herzegovina,7271,Temperature change,7001,January,2019,2019,°C,-0.033,E,Estimated value,,,,,,,
ET,Temperature change,70,Bosnia and Herzegovina,7271,Temperature change,7002,February,2019,2019,°C,2.439,E,Estimated value,,,,,,,
ET,Temperature change,70,Bosnia and Herzegovina,7271,Temperature change,7003,March,2019,2019,°C,3.217,E,Estimated value,,,,,,,
ET,Temperature change,70,Bosnia and Herzegovina,7271,Temperature change,7004,April,2019,2019,°C,1.864,E,Estimated value,,,,,,,
ET,Temperature change,70,Bosnia and Herzegovina,7271,Temperature change,7005,May,2019,2019,°C,-1.462,E,Estimated value,,,,,,,
ET,Temperature change,70,Bosnia and Herzegovina,7271,Temperature change,7006,June,2019,2019,°C,4.021,E,Estimated value,,,,,,,
ET,Temperature change,70,Bosnia and Herzegovina,7271,Temperature change,7007,July,2019,2019,°C,2.161,E,Estimated value,,,,,,,
ET,Temperature change,70,Bosnia and Herzegovina,7271,Temperature change,7008,August,2019,2019,°C,3.433,E,Estimated value,,,,,,,
ET,Temperature change,70,Bosnia and Herzegovina,7271,Temperature change,7009,September,2019,2019,°C,1.837,E,Estimated value,,,,,,,
ET,Temperature change,70,Bosnia and Herzegovina,7271,Temperature change,7010,October,2019,2019,°C,3.033,E,Estimated value,,,,,,,
ET,Temperature change,70,Bosnia and Herzegovina,7271,Temperature change,7011,November,2019,2019,°C,3.694,E,Estimated value,,,,,,,
ET,Temperature change,70,Bosnia and Herzegovina,7271,Temperature change,7012,December,2019,2019,°C,2.492,E,Estimated value,,,,,,,
ET,Temperature change,72,Botswana,7271,Temperature change,7001,January,2019,2019,°C,1.184,E,Estimated value,,,,,,,
ET,Temperature change,72,Botswana,7271,Temperature change,7002,February,2019,2019,°C,0.938,E,Estimated value,,,,,,,
ET,Temperature change,72,Botswana,7271,Temperature change,7003,March,2019,2019,°C,2.942,E,Estimated value,,,,,,,
ET,Temperature change,72,Botswana,7271,Temperature change,7004,April,2019,2019,°C,2.029,E,Estimated value,,,,,,,
ET,Temperature change,72,Botswana,7271,Temperature change,7005,May,2019,2019,°C,2.213,E,Estimated value,,,,,,,
ET,Temperature change,72,Botswana,7271,Temperature change,7006,June,2019,2019,°C,1.668,E,Estimated value,,,,,,,
ET,Temperature change,72,Botswana,7271,Temperature change,7007,July,2019,2019,°C,1.631,E,Estimated value,,,,,,,
ET,Temperature change,72,Botswana,7271,Temperature change,7008,August,2019,2019,°C,2.492,E,Estimated value,,,,,,,
ET,Temperature change,72,Botswana,7271,Temperature change,7009,September,2019,2019,°C,0.225,E,Estimated value,,,,,,,
ET,Temperature change,72,Botswana,7271,Temperature change,7010,October,2019,2019,°C,2.7,E,Estimated value,,,,,,,
ET,Temperature change,72,Botswana,7271,Temperature change,7011,November,2019,2019,°C,3.04,E,Estimated value,,,,,,,
ET,Temperature change,72,Botswana,7271,Temperature change,7012,December,2019,2019,°C,2.608,E,Estimated value,,,,,,,
ET,Temperature change,76,Brazil,7271,Temperature change,7001,January,2019,2019,°C,1.557,E,Estimated value,,,,,,,
ET,Temperature change,76,Brazil,7271,Temperature change,7002,February,2019,2019,°C,1.261,E,Estimated value,,,,,,,
ET,Temperature change,76,Brazil,7271,Temperature change,7003,March,2019,2019,°C,1.217,E,Estimated value,,,,,,,
ET,Temperature change,76,Brazil,7271,Temperature change,7004,April,2019,2019,°C,1.713,E,Estimated value,,,,,,,
ET,Temperature change,76,Brazil,7271,Temperature change,7005,May,2019,2019,°C,1.835,E,Estimated value,,,,,,,
ET,Temperature change,76,Brazil,7271,Temperature change,7006,June,2019,2019,°C,2.136,E,Estimated value,,,,,,,
ET,Temperature change,76,Brazil,7271,Temperature change,7007,July,2019,2019,°C,1.169,E,Estimated value,,,,,,,
ET,Temperature change,76,Brazil,7271,Temperature change,7008,August,2019,2019,°C,1.19,E,Estimated value,,,,,,,
ET,Temperature change,76,Brazil,7271,Temperature change,7009,September,2019,2019,°C,1.994,E,Estimated value,,,,,,,
ET,Temperature change,76,Brazil,7271,Temperature change,7010,October,2019,2019,°C,1.738,E,Estimated value,,,,,,,
ET,Temperature change,76,Brazil,7271,Temperature change,7011,November,2019,2019,°C,1.697,E,Estimated value,,,,,,,
ET,Temperature change,76,Brazil,7271,Temperature change,7012,December,2019,2019,°C,1.432,E,Estimated value,,,,,,,
ET,Temperature change,92,British Virgin Islands,7271,Temperature change,7001,January,2019,2019,°C,0.78,E,Estimated value,,,,,,,
ET,Temperature change,92,British Virgin Islands,7271,Temperature change,7002,February,2019,2019,°C,1.079,E,Estimated value,,,,,,,
ET,Temperature change,92,British Virgin Islands,7271,Temperature change,7003,March,2019,2019,°C,0.885,E,Estimated value,,,,,,,
